country,unesco_props,safety_index,quality_of_life,total_population,code,GDP,pop_0_14_%,pop_0_14_%_female,pop_0_14_%_male,pop_15_64_%,pop_15_64_%_female,pop_15_64_%_male,pop_65_plus_%,pop_65_plus_%_female,pop_65_plus_%_male,continent,female_population,male_population,average_cost_rich,average_cost_medium,average_cost_lower,cost_average,meals,market,transports,telecommunications,accomodation
Luxembourg,1.0,64.3,78.2,640064.0,LUX,63.93,15.9137585,15.66093379,16.16327368,69.34114475,68.150349,70.5163527,14.74509675,16.18871721,13.32037362,Europe,317924.0,322141.0,1681.434416666667,1375.81525,1327.4877500000002,1461.579138888889,40.48333333333333,3.9440625,7.224166666666665,23.076875000000005,45.34182081019811
Madagascar,3.0,,46.0,28915653.0,MDG,11.19,39.39797485,38.99119823,39.80289264,57.30197512,57.45151534,57.15311824,3.300050033,3.557286427,3.04398912,Africa,14424717.0,14490935.0,347.786,189.125,121.18,219.36366666666663,9.501,3.1999999999999997,2.338333333333333,29.419999999999998,6.0008377961034265
Malawi,2.0,,47.7,19889742.0,MWI,4.41,43.15560503,42.01072381,44.36537825,54.14612216,54.82902731,53.42450986,2.698272808,3.160248879,2.210111883,Africa,10218942.0,9670800.0,488.3466666666666,297.445,134.33166666666665,306.7077777777777,15.926666666666668,2.8308333333333335,4.863333333333333,77.92666666666666,6.271560929132306
Malaysia,4.0,44.3,59.1,33573874.0,MYS,336.9,22.96158648,22.76608642,23.1484406,69.78792453,69.43123669,70.12883792,7.250488985,7.802676893,6.722721482,Asia,16407343.0,17166530.0,374.8852718702865,230.44396380090487,193.68360995475115,266.33761520864755,9.474892307692308,5.276656730769231,2.0183384615384616,13.5434,7.8885992087803345
Maldives,0.0,45.3,49.0,521457.0,MDV,2.41,21.71816495,24.68251775,19.54252311,73.73793646,70.35873342,76.21805135,4.543898592,4.958748828,4.239425544,Asia,220721.0,300736.0,1033.5,711.6399999999999,597.94,781.0266666666666,19.616666666666667,4.4475,3.2249999999999996,51.625,23.701416039688535
Mali,4.0,,46.0,21904983.0,MLI,12.04,47.39357935,47.32576222,47.46006903,50.16899351,50.01987,50.31519807,2.437427137,2.654367787,2.224732903,Africa,10844239.0,11060744.0,,594.0799999999998,551.46,572.77,23.593333333333334,2.145,8.834999999999999,14.74,25.271708775503495
Malta,3.0,59.2,73.5,518536.0,MLT,10.57,13.13445898,13.17514039,13.0969262,67.99883436,65.64960844,70.16623689,18.86670666,21.17525117,16.73683692,Europe,248831.0,269705.0,1042.482840770791,780.1871969415516,745.8983153907496,856.1894510343641,38.96026143790849,3.9660717468805706,9.35102312373225,18.501397058823528,25.357227526054682
Marshall Islands,1.0,,68.4,42050.0,MHL,0.18,33.18311534,32.57566549,33.76469219,62.55172414,63.19679105,61.93413243,4.265160523,4.227543454,4.301175375,Oceania,20567.0,21483.0,1309.92,968.75,886.4,1055.0233333333333,32.800000000000004,6.625,5.05,35.96,32.307224759338965
Martinique,,,,,,,,,,,,,,,,,,,,,,,36.79666666666666,4.99,7.21,36.88,21.613989552189768
Mauritania,2.0,,45.6,4614974.0,MRT,4.29,42.00967329,40.67309312,43.40171004,54.73092589,55.95749123,53.45346866,3.259400811,3.369415658,3.144821296,Africa,2354385.0,2260590.0,497.3200000000001,289.52,173.25,320.03000000000003,17.356666666666666,4.3175,2.62,45.675000000000004,7.07855570522719
Mauritius,2.0,51.1,65.7,1266060.0,MUS,12.72,16.63770017,16.23260366,17.05355604,71.06834207,70.06386319,72.09949988,12.29395776,13.70353315,10.84694408,Africa,641326.0,624734.0,336.525,238.395,203.975,259.63166666666666,15.729999999999999,4.48625,5.365,16.419999999999998,6.899661596083713
Mexico,35.0,46.3,67.2,126705138.0,MEX,1296.0,24.95313489,24.01398538,25.93772445,66.91322612,67.27396593,66.53503219,8.133638985,8.712048692,7.527243356,North America,64849001.0,61856137.0,452.40468251423073,291.8591845942135,259.56062664921905,334.6081645858878,17.531543747580333,3.713608126576635,3.6107763384364526,13.919837516087515,9.762104861819026
Moldova,1.0,52.6,69.0,2615199.0,MDA,7.74,19.80601707,18.49627814,21.25548001,66.58787104,64.98901459,68.35729478,13.60611189,16.51470727,10.38722521,Europe,1373816.0,1241384.0,253.9593333333333,134.1323888888889,120.77661111111112,169.62277777777777,14.47611111111111,1.3952499999999999,2.370333333333333,4.388625000000001,4.71605283043664
Monaco,0.0,74.9,68.8,36686.0,MCO,6.06,12.80597503,12.3716852,13.25770215,51.22390013,50.5025663,51.97419642,35.97012484,37.1257485,34.76810143,Europe,18704.0,17982.0,,,,,76.56666666666668,7.095,7.199999999999999,57.6,147.89220356802576
Mongolia,5.0,46.3,60.9,3347782.0,MNG,11.73,32.43118393,31.33799299,33.54073099,63.1501001,63.30810187,62.98973434,4.418715971,5.353905144,3.469534663,Asia,1686321.0,1661462.0,238.96666666666653,141.63333333333335,126.27333333333335,168.95777777777775,10.808888888888887,1.9870833333333333,1.1166666666666667,5.785,4.959917206032131
Montenegro,4.0,58.9,59.7,619211.0,MNE,4.66,18.1815648,17.0485057,19.37421131,65.55927809,64.25098417,66.93637499,16.25915712,18.70051014,13.6894137,Europe,317538.0,301673.0,469.62969696969697,309.4767676767677,281.050404040404,353.3856228956229,16.73151515151515,2.5759090909090907,3.951818181818182,12.927727272727273,10.389912861904188
Montserrat,,,,,,,,,,,,,,,,,,,,,,,25.28333333333333,6.755,12.765,35.565000000000005,11.397148207773432
Morocco,9.0,50.9,60.6,37076584.0,MAR,112.6,26.85253141,26.38889096,27.30984428,65.72254518,65.71822328,65.7268081,7.424923404,7.892885753,6.963347619,Africa,18410922.0,18665663.0,308.39692172850795,187.195295435585,145.48425403225804,213.6921570654504,11.235308908045974,3.003042983716475,2.2338636363636364,15.141290322580643,5.9380089552659125
Mozambique,1.0,37.2,47.7,32077072.0,MOZ,16.59,43.68464335,42.72487594,44.6811631,53.72767658,54.16870297,53.26976198,2.587680073,3.106421091,2.049074921,Africa,16339849.0,15737224.0,988.0525,457.9985,345.03000000000003,597.0269999999999,29.090833333333336,4.5655,4.91,61.89,17.242911587870026
Myanmar,2.0,53.5,47.0,53798084.0,MMR,65.29,24.88185987,24.12004865,25.6502913,68.48995339,68.2744488,68.70733073,6.628186734,7.605502548,5.64237797,Asia,27015414.0,26782671.0,484.525,381.33,290.32000000000005,385.3916666666667,10.566666666666666,2.215,8.690000000000001,38.445,10.677547064428163
Namibia,2.0,35.3,59.1,2530151.0,NAM,13.11,36.20596878,35.13960631,37.34901725,59.76595068,59.94811245,59.570689,4.028080543,4.912281238,3.080293752,Africa,1308985.0,1221166.0,535.625,388.8,338.05,420.825,21.585000000000004,2.11375,2.7249999999999996,27.755,11.754854289187502
Nauru,,,65.7,12511.0,NRU,,38.84026695,37.93692083,39.71385897,58.87383607,59.31555845,58.446663,2.285896975,2.747520728,1.839478028,Oceania,6151.0,6361.0,,,,,25.366666666666664,6.965,3.66,,55.81857607517166
Nepal,4.0,62.5,61.3,30034989.0,NPL,19.64,29.39183315,27.63698985,31.30457249,64.55944657,66.10685312,62.87280857,6.048720277,6.256157022,5.822618934,Asia,15664025.0,14370965.0,128.64558225108223,81.98619552669552,56.348295454545465,88.99335774410774,9.475151515151515,2.3059267676767674,3.5011111111111113,6.9064545454545465,2.1354354897000363
Netherlands,12.0,72.1,83.1,17533044.0,NLD,880.4,15.50266373,15.02398612,15.98732432,64.54591214,63.73791317,65.36401028,19.95142413,21.23810071,18.6486654,Europe,8820968.0,8712076.0,1318.1216127706523,1023.235544871795,981.2268849782292,1107.5280142068923,39.617695936139334,4.1429245283018865,10.730688121402407,22.23782075471698,33.83361533659691
New Caledonia,,,,271030.0,NCL,11.1,22.48245309,21.78692874,23.18417719,66.82696317,66.87872089,66.77474409,10.69058374,11.33435036,10.04107873,Oceania,136116.0,134914.0,1070.2700000000002,732.83,667.3600000000001,823.4866666666668,45.32999999999999,8.434999999999999,8.55,29.955,23.59644511614154
New Zealand,3.0,56.7,82.6,5122600.0,NZL,201.0,18.89064283,18.2584229,19.53405497,65.18109393,64.92744073,65.43923756,15.92826325,16.81413638,15.02670747,Oceania,2583772.0,2538828.0,1075.407387923861,747.0336502611931,691.670054896794,838.0370310272828,38.4086654589372,9.340552536231884,6.151281464530893,27.088049242424244,24.825435128489925
Nicaragua,2.0,52.1,57.3,6850540.0,NIC,11.85,30.07789167,29.21254076,30.96869325,64.76372666,64.97681954,64.54436653,5.158381675,5.8106397,4.486940216,North America,3474910.0,3375630.0,320.26899999999995,222.8491388888889,169.29622222222224,237.47145370370367,13.973703703703704,2.8473164682539682,2.6020833333333333,21.148125,5.9240069652068215
Niger,3.0,,49.3,25252722.0,NER,8.29,48.90464085,48.81321198,48.99346053,48.6760061,48.49202646,48.85473531,2.41935305,2.694761567,2.151804162,Africa,12443587.0,12809135.0,633.2099999999999,399.6500000000001,370.2800000000001,467.7133333333334,19.38,3.2575,1.7000000000000002,6.08,14.782008739363272
Nigeria,2.0,36.2,49.0,213401323.0,NGA,594.3,43.2860354,43.11528202,43.45322143,53.73234648,53.74295982,53.72195488,2.98161812,3.141758161,2.824823696,Africa,105574310.0,107827012.0,795.504347711065,492.6680902816988,439.0112667771684,575.7279015899774,9.028424532058942,1.5293009259259258,1.9489080459770114,21.36552536231884,18.88164449966697
North Korea,2.0,39.7,,25971909.0,KOR,28.0,11.89235572,11.55184827,12.2336554,71.45687956,69.5264957,73.39175465,16.65076472,18.92165603,14.37458995,Asia,25902500.0,25842376.0,,,,,11.763333333333334,8.393333333333333,3.9299999999999997,,6.530867036830173
North Macedonia,2.0,59.1,62.5,2065092.0,MKD,10.92,16.06578616,15.44399805,16.6910938,69.1659654,67.96653433,70.37218567,14.76824844,16.58946762,12.93672052,Europe,1035460.0,1029632.0,234.3615393061045,154.6879297996689,135.347086078173,174.7988517279821,9.97469696969697,1.8449929418407676,2.7582943143812706,8.06195652173913,4.899090288501203
Norway,8.0,66.2,79.4,5408320.0,NOR,511.6,16.96631385,16.65413303,17.2729856,64.93535746,63.90775367,65.94482711,18.09832869,19.4381133,16.78218729,Europe,2680087.0,2728232.0,1218.1171641633723,838.677507142857,779.339361904762,945.3780110703306,50.0348,8.8986,16.225416977225674,27.24041666666667,27.691554210264986
Oman,5.0,80.0,55.3,4520471.0,OMN,80.54,26.76956671,33.74458337,22.32785303,70.439452,62.55484866,75.46039349,2.790981294,3.700567975,2.211753485,Asia,1758703.0,2761768.0,578.0213809523809,411.848,308.8616666666666,432.9103492063492,16.34622222222222,9.88267857142857,5.8533333333333335,41.72083333333333,11.343184282288004
Pakistan,6.0,58.0,48.9,231402117.0,PAK,237.5,36.94010055,36.40930688,37.4607633,58.83848517,59.04184947,58.63900236,4.221414284,4.548843655,3.900234345,Asia,114586264.0,116815852.0,119.1055532537011,76.9610129117874,48.57260894145334,81.54639170231394,6.459069430332588,0.9848960381723539,1.5888997493734336,10.262260061919504,1.961205624066437
Panama,5.0,56.1,65.7,4351267.0,PAN,44.69,26.40821627,25.77528665,27.04062856,65.02645092,64.92380253,65.12901541,8.56533281,9.30091082,7.830356031,North America,2174744.0,2176523.0,736.699,431.4306666666668,384.48800000000006,517.5392222222223,18.5,4.4705,2.6446666666666667,19.4145,16.034349640240496
Papua New Guinea,1.0,18.8,43.2,9949437.0,PNG,16.1,34.58274071,34.36463238,34.78699597,62.31318918,62.54524267,62.09587449,3.10407011,3.090124955,3.117129542,Oceania,4811553.0,5137884.0,5466.6825,1446.5024999999998,1184.3175,2699.1675,26.314999999999998,4.652916666666667,7.540000000000001,125.81,102.67454085488059
Paraguay,1.0,50.8,67.3,6703799.0,PRY,31.3,29.02091038,28.48070867,29.556821,64.75064363,64.74607788,64.75517311,6.22844599,6.773213448,5.688005894,South America,3338534.0,3365265.0,398.6190000000001,229.77100000000004,204.40900000000008,277.59966666666674,12.526000000000002,2.03925,2.419,9.315,8.419111607582877
Peru,13.0,32.9,65.9,33715471.0,PER,208.2,26.33007372,25.62734934,27.04648846,65.34928334,65.50303,65.19254141,8.320642943,8.86962066,7.760970128,South America,17020361.0,16695110.0,341.96284354126266,222.139201007326,181.0781617647059,248.39340210443152,10.784229691876751,3.1723809523809523,3.0483809523809517,15.19516826923077,7.0479376063040675
Philippines,6.0,57.7,61.7,113880328.0,PHL,284.6,30.63678215,30.01397984,31.24068415,64.03705212,63.92322262,64.14742722,5.326165727,6.06279754,4.611888626,Asia,56062865.0,57817463.0,355.63400575510013,213.8970263325843,169.25516797825492,246.26206668864648,9.634935988620201,2.6789449839131407,2.302303921568627,19.406002097635394,6.9756316797124125
Poland,17.0,70.2,75.5,37747124.0,POL,552.2,15.36929411,14.47491205,16.32446427,65.79444269,63.6343808,68.10131662,18.8362632,21.89070715,15.5742191,Europe,19493868.0,18253255.0,521.0466815174212,398.8322454349169,382.761241175376,434.2133893759047,17.5402326811211,2.5620699300699297,3.8957696969696967,6.342607606132075,13.24254048648796
Portugal,17.0,69.4,80.1,10325147.0,PRT,228.2,13.34329695,12.3602901,14.44387364,64.09602994,62.78625926,65.56245215,22.56067311,24.85345064,19.99367421,Europe,5453881.0,4871266.0,773.3949239889874,574.606835311656,534.3917345259391,627.4644979421942,22.197752639517343,2.8786028411364546,7.34015414676509,18.552416279069767,19.055246406798336
Puerto Rico,,37.8,,3263584.0,PRI,93.52,13.65017648,12.63539755,14.78375927,63.99339379,63.38833294,64.66929131,22.35642973,23.9762695,20.54694942,North America,1722030.0,1541554.0,769.1196666666666,480.8230555555556,423.47833333333335,557.8070185185185,32.42138888888889,6.327708333333333,6.950000000000001,30.268888888888892,15.718564393483078
Qatar,1.0,86.2,49.6,2688235.0,QAT,212.0,15.76895249,28.25921078,11.07275035,82.835392,69.83910787,87.72185438,1.395655514,1.901681346,1.205395269,Asia,734561.0,1953675.0,1678.16,1098.155,985.875,1254.0633333333333,26.095,7.699999999999999,3.795,44.455,39.68845484114728
Reunion,,,,,,,,,,,,,,,,,,,,,,,30.036666666666665,5.2275,5.42,49.26,21.962414166967836
Romania,9.0,71.2,72.9,19119880.0,ROU,199.0,16.02678109,15.13920281,16.97501316,65.04957948,62.68993374,67.57047461,18.92363942,22.17086345,15.45451223,Europe,9875794.0,9244086.0,340.808567070776,217.89332072496487,209.1633135262813,255.9550671073408,17.139150326797385,2.7508157837445575,2.8520909090909092,4.182158748114631,7.539496884274622
Russia,30.0,60.4,55.2,143449286.0,RUS,2057.0,17.71960774,16.10308449,19.58361162,66.68697228,64.43689399,69.28152493,15.59341999,19.46002152,11.13486345,Europe,76824577.0,66624709.0,494.90806380344026,297.0365893131658,291.83931566247367,361.2613229263599,23.335077419967703,3.1574486163699844,3.029194133448251,4.504011627906976,10.927235105363893
Rwanda,0.0,75.7,46.2,13461888.0,RWA,8.0,38.88916395,37.69592751,40.13631533,57.96709414,58.60341131,57.30202575,3.143741916,3.700661182,2.561658925,Africa,6879649.0,6582239.0,552.3633333333332,360.75999999999993,312.27,408.4644444444444,15.904444444444444,3.075833333333333,4.116666666666667,17.795,12.195518612215395
Saint Helena,,,,,,,,,,,,,,,,,,,906.99,692.1699999999998,567.66,722.2733333333332,34.03333333333333,7.3549999999999995,4.23,50.43,18.69024542497618
Saint Kitts And Nevis,1.0,,,,KNA,0.81,19.77356033,19.11432812,20.47794916,70.56914497,70.70939146,70.41929177,9.657294697,10.17628042,9.10275907,North America,24591.0,23015.0,,,,,47.79,6.175,5.324999999999999,53.65,16.10786214147255
Saint Lucia,1.0,,,,LCA,1.35,18.29375207,17.80204274,18.79525523,72.62728115,72.01677847,73.24994378,9.078966777,10.18117879,7.954800989,North America,90712.0,88940.0,646.1600000000001,365.02,288.98,433.3866666666667,32.580000000000005,4.699999999999999,9.76,29.555,11.260472451292834
Saint Vincent And The Grenadines,0.0,,,,VCT,0.75,22.09245486,22.18375291,22.00473604,67.11555419,66.70383193,67.51113533,10.79199095,11.11241516,10.48412862,North America,51123.0,53209.0,559.84,300.07,247.86,369.25666666666666,35.77,5.6025,13.690000000000001,22.95,9.19374445576108
Samoa,0.0,,67.0,218764.0,WSM,0.83,37.71918597,37.03544796,38.37634076,57.17119819,57.32766862,57.0208112,5.109615842,5.636883415,4.602848037,Oceania,107213.0,111550.0,,,,,20.973333333333333,4.609999999999999,5.11,110.84,23.44547754377895
San Marino,1.0,,78.4,33745.0,SMR,1.86,13.10100606,12.44661203,13.79152837,66.8548399,66.12605333,67.62386187,20.04415404,21.42733464,18.58460976,Europe,17326.0,16419.0,,507.45666666666665,483.17,495.3133333333333,33.492222222222225,2.6416666666666666,5.265,15.735000000000001,16.228356933994807
Sao Tome And Principe,0.0,,52.9,223107.0,STP,0.36,40.03765001,39.78014705,40.29630162,56.20227917,56.09336148,56.31168271,3.760070818,4.126491476,3.392015669,Africa,111802.0,111305.0,416.39,,192.16000000000005,304.275,29.51,2.5025,9.45,51.675,6.058580017741565
Saudi Arabia,6.0,75.3,51.9,35950396.0,SAU,777.9,26.18048352,30.23386887,23.21667335,71.21951452,66.72157809,74.50837768,2.600001958,3.044553037,2.274948972,Asia,15184150.0,20766246.0,526.9459959150327,379.92031862745097,296.73386437908493,401.20005964052285,21.255370370370372,3.1266960784313724,4.1118749999999995,36.80340073529412,10.54595198353569
Senegal,7.0,,56.3,16876720.0,SEN,15.88,41.76054056,40.57356096,42.98795,55.08195017,55.78112708,54.35895851,3.157509279,3.645311964,2.653091491,Africa,8579664.0,8297057.0,644.3549999999999,544.3149999999999,485.7433333333333,558.1377777777777,19.807777777777776,2.3600000000000003,4.11,24.439999999999998,16.015704570095608
Serbia,5.0,61.7,65.9,6834326.0,SRB,42.65,14.26859027,13.25011356,15.37517902,65.01127862,62.56799954,67.66593449,20.72013111,24.1818869,16.95888649,Europe,3558849.0,3275476.0,271.0889982893451,171.67071588518422,148.23076643450634,196.99682686967856,13.26506093189964,2.1150659824046927,3.6479314888010537,9.597167338709678,5.465372121102605
Seychelles,2.0,,56.8,99258.0,SYC,1.47,23.15524018,24.07659245,22.32798574,68.95572013,66.51214501,71.14973262,7.889039687,9.411262545,6.52228164,Africa,46958.0,52299.0,1151.62,894.75,781.33,942.5666666666666,34.57,6.345,7.01,59.28,26.58162762427309
Sierra Leone,0.0,,49.3,8420641.0,SLE,5.41,39.38982792,39.04564246,39.73262322,57.46979951,57.45152584,57.48799937,3.140372568,3.502831703,2.779377414,Africa,4201801.0,4218841.0,1611.3,223.00000000000003,113.29,649.1966666666666,18.14,2.55,2.15,50.015,25.30735617833558
Singapore,1.0,72.4,54.9,5453566.0,SGP,307.9,11.99312816,12.18669768,11.8166221,73.88088372,72.54845045,75.09586096,14.12598811,15.26485187,13.08751694,Asia,2601057.0,2852509.0,2944.6700000000005,2082.9500000000003,2042.31,2356.643333333333,33.52333333333333,9.83,6.789999999999999,17.6,78.03479317935407
Sint Maarten,,,,,SXM,304.1,11.70814223,7.684416219,15.20235873,78.63289587,80.52271617,76.9917699,9.6589619,11.79286761,7.805871373,,19914.0,22932.0,1327.75,850.1549999999999,775.4749999999999,984.46,48.0,6.9025,15.535,37.995,28.796284127870685
Slovakia,8.0,69.8,74.6,5447247.0,SVK,99.75,15.88106701,15.12725196,16.67111548,66.8904891,64.6718288,69.21579316,17.2284439,20.20091924,14.11309136,Europe,2787545.0,2659702.0,544.2617287477879,412.9112624313982,390.653458078572,449.27548308591935,18.0133653542062,2.5650512477718364,4.8577504456327985,8.42503421309873,13.656910023010493
Slovenia,5.0,77.3,78.8,2108079.0,SVN,49.93,15.18842866,14.84604505,15.52729722,64.3106252,61.76988666,66.82527947,20.50094614,23.38406829,17.6474233,Europe,1048601.0,1059477.0,556.6252705066271,400.762398245614,365.166949002849,440.8515392516967,22.10966761633428,3.1098115384615386,4.3503932536655645,17.458841666666668,12.784978443634026
Solomon Islands,1.0,,58.4,707851.0,SLB,1.16,39.33730404,38.70496219,39.9425188,57.20532994,57.70197953,56.7299863,3.457366028,3.593058274,3.327494895,Oceania,346168.0,361683.0,,832.8100000000001,683.2100000000002,758.0100000000001,31.996666666666666,5.165,2.37,60.06,20.624240233925814
Somalia,0.0,42.0,33.6,17065581.0,SOM,2.37,47.25224415,46.69281095,47.80869083,50.15116391,50.43739663,49.86645924,2.596591936,2.869792414,2.324849931,Africa,8509953.0,8555628.0,307.4983333333334,139.73333333333332,91.01333333333334,179.415,11.888888888888891,7.515000000000001,4.053333333333334,16.403333333333332,4.708824785622761
South Africa,10.0,23.9,61.3,59392255.0,ZAF,341.2,28.67296249,27.42336036,29.99189105,65.35490697,64.88176227,65.85430116,5.972130541,7.694877374,4.153807794,Africa,30497646.0,28894608.0,471.3347111602056,402.4258764069264,352.66158318670574,408.8073902512792,17.9510101010101,2.288081550802139,3.9885042543663234,25.63839393939394,11.173505424824542
South Korea,15.0,73.5,72.3,51744876.0,PRK,1410.0,18.94828755,18.26048011,19.65125694,69.69440521,68.32313663,71.09590187,11.35730724,13.41638326,9.252841193,Asia,13127524.0,12844385.0,506.8772045405868,378.3115486899407,348.07602341686305,411.0882588824636,17.41,5.017991900341038,5.079590918826302,10.763781055900619,11.906531367680627
South Sudan,0.0,,,10748272.0,SSD,11.89,44.71371097,43.69687425,45.75101664,52.43946411,53.02381972,51.84334541,2.84682492,3.279306032,2.405637952,Africa,5427688.0,5320584.0,2530.2200000000003,1819.82,1717.22,2022.4200000000003,19.0,3.973333333333333,8.879999999999999,50.015,66.53086703683017
Spain,49.0,66.1,81.5,47415750.0,ESP,1400.0,14.10691172,13.41027877,14.83178781,65.99020657,64.5513786,67.48736798,19.90288171,22.03834263,17.68084421,Europe,24178913.0,23236837.0,799.4660051776675,596.2825845697851,557.5059929320565,651.0848608931697,27.516788038611356,2.9865981573352234,7.138388463388463,18.91687984496124,19.43177091067671
Sri Lanka,8.0,58.8,59.4,22156000.0,LKA,71.57,23.21465687,22.01979165,24.49987696,65.62869566,65.18298161,66.10811429,11.15664748,12.79722674,9.392008756,Asia,11481595.0,10674405.0,123.0441597985348,61.40201694139194,46.694875,77.04701724664226,5.714916666666667,3.335602678571428,1.155892857142857,4.051160714285714,2.2132382735924483
Sudan,3.0,55.4,37.0,45657202.0,SDN,70.03,41.08585477,40.50199885,41.67042119,55.49010269,55.8430963,55.13667953,3.424042536,3.654904847,3.192899286,Africa,22842482.0,22814719.0,434.5666666666666,249.5633333333333,161.1833333333333,281.77111111111105,15.333333333333334,4.5225,3.58,38.285,7.286526267371947
Suriname,2.0,,65.5,612985.0,SUR,5.27,26.48166471,25.93892993,27.02832799,66.25216461,65.50118255,67.00858255,7.266170678,8.559887515,5.963089457,South America,307598.0,305387.0,610.23,307.1,261.37000000000006,392.9,34.00666666666667,4.5175,3.08,18.775,10.581693333771396
Swaziland,0.0,,40.4,1192271.0,SWZ,3.84,35.02907477,34.62757759,35.43641296,60.97741201,60.50049922,61.46126298,3.99351322,4.871923196,3.102324061,Africa,600441.0,591831.0,372.99000000000007,252.695,194.585,273.42333333333335,7.498333333333334,2.0149999999999997,5.115,27.2425,7.627558563590368
Sweden,15.0,51.0,87.2,10415811.0,SWE,559.1,17.71402806,17.32448976,18.09780875,62.18168705,61.0737859,63.27321274,20.10428488,21.60172433,18.62897851,Europe,5169131.0,5246680.0,919.3877887808231,661.0231698595147,623.5166641123883,734.6425409175754,34.191146019582796,4.584378648969166,10.376519704433496,14.665048275862068,21.868316667738423
Switzerland,13.0,78.3,72.1,8703405.0,CHE,679.0,15.06570887,14.5449474,15.59412697,65.96897752,64.71839443,67.23794761,18.96531361,20.73665817,17.16792542,Europe,4383460.0,4319945.0,1813.483869898852,1374.6499305581738,1319.1012140944572,1502.411671517161,64.33906116642959,6.506285458050163,13.29321274851404,28.959237451737458,45.16955358218459
Syria,6.0,32.5,42.6,21324367.0,SYR,64.7,33.02347263,32.27912334,33.76518033,62.35338428,62.46023705,62.24691071,4.623143093,5.260639615,3.987908965,Asia,10643230.0,10681137.0,229.4288205128205,145.21985470085474,93.85207692307692,156.16691737891742,11.568618233618233,2.0816250000000003,1.9108333333333336,23.999583333333337,3.6552551171271803
Taiwan,,84.1,75.2,,TWN,529.5,,,,,,,,,,Asia,,,510.9370629370629,308.75356177156186,276.2342377622377,365.3082874902875,13.25769230769231,4.713863636363637,4.663916083916084,11.071515151515152,11.133576458477071
Tajikistan,2.0,,54.1,9750064.0,TJK,9.16,36.41269944,35.70044805,37.11591774,60.2640916,60.77430866,59.76034535,3.323208955,3.525243289,3.123736915,Asia,4843921.0,4906143.0,440.43,252.925,225.965,306.44,9.62,2.35,2.23,11.095,9.915481157801361
Tanzania,7.0,43.7,44.3,63588334.0,TZA,36.62,43.60735493,42.66913494,44.56806249,53.27495842,53.93646386,52.5975978,3.11768665,3.394401203,2.834339708,Africa,32170681.0,31417653.0,411.00619047619057,328.0808571428572,248.90419047619045,329.3304126984128,15.795,2.2313690476190473,2.95,34.781666666666666,8.462693432335644
Thailand,6.0,60.7,55.9,71601103.0,THA,373.8,15.80037671,14.91415371,16.73787409,69.68804657,69.18557424,70.21959053,14.51157673,15.90027205,13.04253538,Asia,36807094.0,34794010.0,310.20923530315633,214.135354596532,184.05842565145792,236.13433851704875,12.6335312899106,4.783654761904762,3.0103783783783786,8.840945945945945,6.6569859971645995
Timor-Leste,0.0,,57.5,1320942.0,TLS,4.51,35.29409315,34.82648702,35.7434733,59.42054988,59.41466934,59.42620122,5.285356965,5.758843643,4.830325483,,647343.0,673598.0,869.01,731.2099999999999,637.51,745.9099999999999,21.333333333333332,4.3975,4.23,41.305,21.43772382297861
Togo,1.0,,45.3,8644829.0,TGO,4.84,40.24841903,40.08681372,40.4083237,56.65567821,56.61546985,56.69546344,3.095902765,3.297716436,2.896212855,Africa,4299551.0,4345278.0,377.53,184.8,106.17,222.8333333333333,13.42,1.925,2.29,29.744999999999997,5.87163649505536
Tonga,0.0,,67.9,106017.0,TON,0.49,34.61991945,33.08944986,36.18360206,59.178245,60.11292054,58.22328588,6.201835555,6.797629602,5.593112062,Oceania,53578.0,52440.0,,,,,49.51166666666668,10.3,,,13.141899661596083
Trinidad And Tobago,0.0,28.6,64.5,1525663.0,TTO,29.63,19.29938001,18.70234909,19.91233937,69.60000341,68.73013501,70.49307941,11.10061658,12.5675159,9.594581221,North America,772874.0,752789.0,616.2458333333333,419.6200833333333,366.8620833333333,467.576,32.91125,6.7578125,3.0417499999999995,24.689375000000002,12.154231144111879
Tunisia,8.0,55.7,66.8,12262946.0,TUN,49.12,24.91874302,23.91546982,25.94667251,66.28362385,66.62923993,65.92951397,8.79763313,9.455290259,8.12381352,Africa,6205901.0,6057044.0,182.63359649122808,126.67724880382777,101.26127477785371,136.85737335763653,7.531804511278196,1.8539151856915015,1.053909090909091,10.132772727272725,3.672244480834441
Turkey,19.0,60.3,55.6,84775404.0,TUR,813.3,23.4805146,22.93183604,24.02655558,68.14074262,67.25243933,69.02477568,8.37874278,9.815724625,6.94866874,Asia,42285574.0,42489829.0,216.93684292748185,132.61380626913527,118.6351161524501,156.0619217830224,8.505256120527307,2.197482358206143,2.20586943793911,4.031458153580672,4.608799068284631
Turkmenistan,3.0,,36.7,6341855.0,TKM,43.5,31.21669448,30.11275652,32.34115159,63.86904936,64.06654989,63.66787784,4.91425616,5.820693595,3.990970578,Asia,3200126.0,3141729.0,1193.917,703.1133333333333,379.9175,758.982611111111,73.9691111111111,13.860999999999999,2.2366666666666664,184.54,13.845894799093209
Turks And Caicos Islands,,,,45114.0,TCA,,16.74535621,17.42908197,16.07197853,73.10590947,71.34688407,74.83831229,10.14873432,11.22403395,9.089709182,North America,22385.0,22729.0,,,,,,1.67,,88.0,22.998324407793145
