Middle East & North Africa (IDA & IBRD countries),TMN,63.49089593
Tonga,TON,59.178245
South Asia (IDA & IBRD),TSA,66.12702257
Sub-Saharan Africa (IDA & IBRD countries),TSS,54.88486284
Trinidad and Tobago,TTO,69.60000341
Tunisia,TUN,66.28362385
Turkiye,TUR,68.14074262
Tuvalu,TUV,62.14575802
Tanzania,TZA,53.27495842
Uganda,UGA,53.13119456
Ukraine,UKR,67.37805854
Upper middle income,UMC,68.29017379
Uruguay,URY,65.10478847
United States,USA,65.07806981
Uzbekistan,UZB,64.94720926
St. Vincent and the Grenadines,VCT,67.11555419
"Venezuela, RB",VEN,63.49113568
British Virgin Islands,VGB,75.32131611
Virgin Islands (U.S.),VIR,60.75221548
Vietnam,VNM,68.70171587
Vanuatu,VUT,56.6611779
World,WLD,64.88763484
Samoa,WSM,57.17119819
Kosovo,XKX,68.08700552
"Yemen, Rep.",YEM,57.43885428
South Africa,ZAF,65.35490697
Zambia,ZMB,54.99870719
Zimbabwe,ZWE,55.74335275
